,Rating ,Customer Id,Date,Variation,Verified_reviews,feedback,Positive / Negative,Verbs (Lamatize),Latest Review,Unique customer Flag,Identify_Words
2597,5,11002654,2018-07-30,White  Dot,I have an echo but wanted a dot for my bedroom. It was even easier to set up than my original echo.,1,Negative,"[have, wanted, was, set]",I have an echo but wanted a dot for my bedroom. It was even easier to set up than my original echo.,False,[]
2598,5,11002655,2018-07-30,Black  Dot,"Makes turning on and off things in the house so simple. Great for little updates as well, like checking the weather and such.",1,Negative,"[Makes, turning, checking]","Makes turning on and off things in the house so simple. Great for little updates as well, like checking the weather and such.",False,['like']
2599,5,11002656,2018-07-30,Black  Dot,"Great product, fun to use!!",1,Negative,[use],"Great product, fun to use!!",False,[]
2600,4,11002657,2018-07-30,Black  Dot,Needs to be smarter,1,Negative,[be],Needs to be smarter,False,[]
2601,5,11002658,2018-07-30,Black  Dot,I really enjoy being able to just make a request  for my favorite music and it happens I have no complaints at this time...,1,Negative,"[enjoy, being, make, happens, have]",I really enjoy being able to just make a request  for my favorite music and it happens I have no complaints at this time...,False,[]
2602,5,11002659,2018-07-30,Black  Dot,Love it. Works great making my home a smarthome,1,Positive,"[Love, Works, making]",Love it. Works great making my home a smarthome,False,[]
2603,5,11002660,2018-07-30,White  Dot,I really like the echo dot. It’s amazing to be able to set an alarm or timer just by talking to the echo dot.,1,Negative,"[like, ’s, be, set, talking]",I really like the echo dot. It’s amazing to be able to set an alarm or timer just by talking to the echo dot.,False,"['Echo Dot', 'like']"
2604,5,11002661,2018-07-30,White  Dot,Convenient and fun.,1,Negative,[],Convenient and fun.,False,[]
2605,4,11002662,2018-07-30,White  Dot,It's alright....,1,Negative,['s],It's alright....,False,[]
2534,5,11002591,2018-07-30,Black  Dot,Like having the music where ever I am.,1,Negative,"[having, am]",Like having the music where ever I am.,False,['like']
2532,5,11002589,2018-07-30,Black  Dot,"We have 3 echos now, even one in the barn, great idea for when I am working with my horse, can still get news flashes & my music!",1,Negative,"[have, am, working, can, get]","We have 3 echos now, even one in the barn, great idea for when I am working with my horse, can still get news flashes & my music!",False,[]
1079,5,11001136,2018-07-30,Black  Spot,Very easy to use and much quicker then looking up everything on the cell phone.,1,Negative,"[use, looking]",Very easy to use and much quicker then looking up everything on the cell phone.,False,[]
1055,5,11001112,2018-07-30,Black  Spot,"I love this device! All the functionality of an Amazon Echo with the added benefit of a video screen. It looks great on my nightstand as a clock (lots of faces to choose from) and displays weather, reminders, etc. I think it can do video calls too but I use FaceTime for that anyway. It’s a great shape and doesn’t take up a lot of room. I’m planning to get another one for my guest room. Awesome for a great price!",1,Positive,"[love, added, looks, choose, think, can, do, use, ’s, does, take, ’m, planning, get]","I love this device! All the functionality of an Amazon Echo with the added benefit of a video screen. It looks great on my nightstand as a clock (lots of faces to choose from) and displays weather, reminders, etc. I think it can do video calls too but I use FaceTime for that anyway. It’s a great shape and doesn’t take up a lot of room. I’m planning to get another one for my guest room. Awesome for a great price!",False,[]
1053,4,11001110,2018-07-30,Black  Spot,"I like that it's smaller, but it has never understood commands as easily as our first-gen original Echo did.",1,Negative,"[like, 's, has, understood, did]","I like that it's smaller, but it has never understood commands as easily as our first-gen original Echo did.",False,['like']
1052,5,11001109,2018-07-30,Black  Spot,Amazing so far. Just got it the other day.,1,Negative,[got],Amazing so far. Just got it the other day.,False,[]
58,5,11000115,2018-07-30,Oak Finish ,"Love Alexa, bought others for friends",1,Positive,[bought],"Love Alexa, bought others for friends",False,"['Alexa', 'Bought']"
59,5,11000116,2018-07-30,Charcoal Fabric ,Love the echo I purchased it for company for my husband he is 83 and Alexa is great all he has to do is say her name and she tells him a joke and plays his favorite songs,1,Positive,"[Love, purchased, is, is, has, do, is, say, tells, plays]",Love the echo I purchased it for company for my husband he is 83 and Alexa is great all he has to do is say her name and she tells him a joke and plays his favorite songs,False,"['Alexa', 'Purchase', 'Purchased']"
2464,5,11002521,2018-07-30,Black  Dot,"I am really enjoying the many different features on my Alexa, especially listening to music and audio books",1,Negative,"[am, enjoying, listening]","I am really enjoying the many different features on my Alexa, especially listening to music and audio books",False,['Alexa']
2465,5,11002522,2018-07-30,Black  Dot,Echo Dot is a wonderful invention. We love it. Alexa is so smart.,1,Positive,"[is, love, is]",Echo Dot is a wonderful invention. We love it. Alexa is so smart.,False,"['Echo Dot', 'Alexa']"
2466,5,11002523,2018-07-30,Black  Dot,"Alarm and music, information the weather",1,Negative,[],"Alarm and music, information the weather",False,[]
2467,5,11002524,2018-07-30,White  Dot,Love it! Very helpful,1,Positive,[Love],Love it! Very helpful,False,[]
2468,5,11002525,2018-07-30,Black  Dot,Good but it’s pretty low,1,Negative,[’s],Good but it’s pretty low,False,[]
2469,5,11002526,2018-07-30,Black  Dot,"Alarm, calendar, reminders",1,Negative,[],"Alarm, calendar, reminders",False,[]
2470,5,11002527,2018-07-30,Black  Dot,"I have had the echo dot for about two weeks and am having fun with it. I set morning alarms, check the weather, have Alexa play various music (I bought inexpensive speakers to connect for better sound), and I'm learning her skills. A little tricky to connect to wifi initially, but after some trial and error it connected, and has stayed connected. So far, super satisfied. Will be buying one for my mother and one for my office.",1,Negative,"[have, had, am, having, set, check, have, play, bought, connect, 'm, learning, connect, wifi, connected, has, stayed, connected, Will, be, buying]","I have had the echo dot for about two weeks and am having fun with it. I set morning alarms, check the weather, have Alexa play various music (I bought inexpensive speakers to connect for better sound), and I'm learning her skills. A little tricky to connect to wifi initially, but after some trial and error it connected, and has stayed connected. So far, super satisfied. Will be buying one for my mother and one for my office.",False,"['Echo Dot', 'Alexa', 'Sound', 'Bought']"
2471,5,11002528,2018-07-30,Black  Dot,I AM COMPLETELY IN LOVE. DOES ABSOLUTELY EVERYTHING AND IS SO AMAZING AND GREAT,1,Positive,"[AM, DOES, ABSOLUTELY, IS]",I AM COMPLETELY IN LOVE. DOES ABSOLUTELY EVERYTHING AND IS SO AMAZING AND GREAT,False,[]
2472,2,11002529,2018-07-30,Black  Dot,Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.,0,Negative,"[be, improved, ask, says, do, know]",Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.,False,[]
2473,3,11002530,2018-07-30,Black  Dot,The speaker could be better...,1,Negative,"[could, be]",The speaker could be better...,False,[]
2474,5,11002531,2018-07-30,White  Dot,I love it!!,1,Positive,[love],I love it!!,False,[]
2475,5,11002532,2018-07-30,Black  Dot,3rd Dot. Love it!,1,Positive,[Love],3rd Dot. Love it!,False,[]
2476,5,11002533,2018-07-30,White  Dot,works like any other one!,1,Negative,[],works like any other one!,False,['like']
2477,5,11002534,2018-07-30,Black  Dot,Love my new Alexa. She works great so far.,1,Positive,"[Love, works]",Love my new Alexa. She works great so far.,False,['Alexa']
2478,4,11002535,2018-07-30,Black  Dot,I bought the echo dot while it was on sale for prime day and I was excited when it came in the next day. I set it up immediately and everything worked perfectly fine. The set up was easy and straight forward which I really appreciated because I am terrible with technology. The only reason why I am not satisfied with my purchase is because of the fact that I can't use the Echo Dot for more than 15 minutes without it disconnecting from the internet. I am connected to both 2.4GHZ and 5GHZ wifi links and neither works. It's very frustrating because I am not getting my use out of the Echo Dot and I really wish I could. If any one has had the same problems or has any solution please let me know!,1,Negative,"[bought, was, was, came, set, worked, was, appreciated, am, am, is, ca, use, disconnecting, am, connected, 's, am, getting, wish, could, has, had, has, let, know]",I bought the echo dot while it was on sale for prime day and I was excited when it came in the next day. I set it up immediately and everything worked perfectly fine. The set up was easy and straight forward which I really appreciated because I am terrible with technology. The only reason why I am not satisfied with my purchase is because of the fact that I can't use the Echo Dot for more than 15 minutes without it disconnecting from the internet. I am connected to both 2.4GHZ and 5GHZ wifi links and neither works. It's very frustrating because I am not getting my use out of the Echo Dot and I really wish I could. If any one has had the same problems or has any solution please let me know!,False,"['Echo Dot', 'Purchase', 'Bought']"
2479,5,11002536,2018-07-30,Black  Dot,I got this for dad on father's Day!  He was tickled with it!,1,Negative,"[got, was, tickled]",I got this for dad on father's Day!  He was tickled with it!,False,[]
2480,5,11002537,2018-07-30,White  Dot,Nice product,1,Negative,[],Nice product,False,[]
1054,4,11001111,2018-07-30,Black  Spot,"Worthy successor to the echo dot and right at home in the bed room as an alarm clock.  However, for the price it should come with the stand",1,Negative,"[should, come]","Worthy successor to the echo dot and right at home in the bed room as an alarm clock.  However, for the price it should come with the stand",False,['Echo Dot']
1056,5,11001113,2018-07-30,White  Spot,I love the Echo Spot. This bedside alarm clock size device can do what theEcho Show can do. I was concerned because I already had a large Echo in mybedroom that answered to “Alexa” like the other devices in my home. I wasconcerned about having both devices answering at the same time when I discoveredthat I had other name choices (not enough for me but just enough to avoid confusion).I named him “Echo.” Now if I could only choose a male voice. I loved that I could link it tomy security camera and my new doorbell. So many more features. Don’t forget to buy thestand/base. So many advantages to having that. Read the reviews. Highly recommend.,1,Positive,"[love, can, do, can, do, was, had, answered, wasconcerned, having, answering, had, avoid, named, could, choose, loved, could, link, Do, forget, buy, having, Read]",I love the Echo Spot. This bedside alarm clock size device can do what theEcho Show can do. I was concerned because I already had a large Echo in mybedroom that answered to “Alexa” like the other devices in my home. I wasconcerned about having both devices answering at the same time when I discoveredthat I had other name choices (not enough for me but just enough to avoid confusion).I named him “Echo.” Now if I could only choose a male voice. I loved that I could link it tomy security camera and my new doorbell. So many more features. Don’t forget to buy thestand/base. So many advantages to having that. Read the reviews. Highly recommend.,False,"['Alexa', 'like']"
2482,5,11002539,2018-07-30,Black  Dot,"Still getting used to Alexa, but I think she's a keeper!",1,Negative,"[getting, used, think, 's]","Still getting used to Alexa, but I think she's a keeper!",False,['Alexa']
1057,4,11001114,2018-07-30,Black  Spot,"I love this little Spot more than I thought I would. The sound is great for such a little thing...my music plays nice and loud and clear. The video is terrific...I was watching some Prime shows just for the heck of it, and I was really impressed. Immediately convinced my mom to buy my sister one for her birthday!Only thing that kept me from giving it 5 stars...I really wish it was cordless. I love having it in my kitchen but trying to find a place to plug it in is a pain. And it won’t connect to my Bluetooth speaker while playing Amazon Prime Music for some reason, which is a drag when I want to hear it in the dining room during dinner. Of course, if it was CORDLESS I could just bring it with me...otherwise, I absolutely love it and will probably buy another one!",1,Positive,"[love, thought, would, is, plays, is, was, watching, was, convinced, buy, kept, giving, wish, was, love, having, trying, find, plug, is, wo, connect, playing, is, want, hear, was, could, bring, love, will, buy]","I love this little Spot more than I thought I would. The sound is great for such a little thing...my music plays nice and loud and clear. The video is terrific...I was watching some Prime shows just for the heck of it, and I was really impressed. Immediately convinced my mom to buy my sister one for her birthday!Only thing that kept me from giving it 5 stars...I really wish it was cordless. I love having it in my kitchen but trying to find a place to plug it in is a pain. And it won’t connect to my Bluetooth speaker while playing Amazon Prime Music for some reason, which is a drag when I want to hear it in the dining room during dinner. Of course, if it was CORDLESS I could just bring it with me...otherwise, I absolutely love it and will probably buy another one!",False,['Sound']
1078,3,11001135,2018-07-30,White  Spot,"Part of it is my fault, I thought it could be wireless.  Though for the price, I still feel like it should be. Also the sound quality and volume could be better. I prefer the tap. Unless you really want to have the call options but today most of us have phones, computers or iPads. Just not worth it.",1,Negative,"[is, thought, could, be, feel, should, be, could, be, prefer, want, have, have]","Part of it is my fault, I thought it could be wireless.  Though for the price, I still feel like it should be. Also the sound quality and volume could be better. I prefer the tap. Unless you really want to have the call options but today most of us have phones, computers or iPads. Just not worth it.",False,"['Sound', 'like']"
2302,5,11002359,2018-07-30,Configuration: Fire TV Stick,Awesome,1,Negative,[],Awesome,False,[]
1076,5,11001133,2018-07-30,Black  Spot,Put this on my night stand to use as a clock and alarm. Works great. Every morning I get the weather and news when I get up. Also reminds me of all the appointments my wife and I have.,1,Negative,"[Put, use, Works, get, get, reminds, have]",Put this on my night stand to use as a clock and alarm. Works great. Every morning I get the weather and news when I get up. Also reminds me of all the appointments my wife and I have.,False,[]
1075,5,11001132,2018-07-30,White  Spot,I love it.  It is so easy to use,1,Positive,"[love, is, use]",I love it.  It is so easy to use,False,[]
1074,4,11001131,2018-07-30,Black  Spot,"It's not perfect, but I really like this little gizmo. i bought it primarily for 2 purposes. First, so I could set wake-up alarms by individual days, and set the wake-up music individually by the day. Second, I wanted to control a bedroom light by voice, so I could shut it off as I was falling asleep, without having to get out of bed to turn a switch. The Echo Spot, together with a smart plug,has been able to accomplish that. A bonus has been getting Alexa to play music from my Amazon Prime playlists.What's not so great is that sometimes Alexa has a really hard time understanding instructions, and repeating and altering the way you say things can get pretty frustrating. Hopefully the AI gets better in the future, along with added functions.",1,Negative,"['s, like, bought, could, set, set, wanted, control, could, shut, was, falling, having, get, turn, has, been, accomplish, has, been, getting, play, playlists, 's, is, has, repeating, altering, say, can, get, gets, added]","It's not perfect, but I really like this little gizmo. i bought it primarily for 2 purposes. First, so I could set wake-up alarms by individual days, and set the wake-up music individually by the day. Second, I wanted to control a bedroom light by voice, so I could shut it off as I was falling asleep, without having to get out of bed to turn a switch. The Echo Spot, together with a smart plug,has been able to accomplish that. A bonus has been getting Alexa to play music from my Amazon Prime playlists.What's not so great is that sometimes Alexa has a really hard time understanding instructions, and repeating and altering the way you say things can get pretty frustrating. Hopefully the AI gets better in the future, along with added functions.",False,"['Alexa', 'Bought', 'like']"
1073,5,11001130,2018-07-30,Black  Spot,New to Alexa. Like this spot a lot.,1,Negative,[],New to Alexa. Like this spot a lot.,False,"['Alexa', 'like']"
1072,4,11001129,2018-07-30,Black  Spot,"Terrific sound for a small device, and nice form factor for the nightstand. I like the convenience of seeing the time and temperature rather than asking Alexa. Not using video much, but it would be nice if the device had a square/rectangular screen.",1,Negative,"[like, seeing, asking, using, would, be, had]","Terrific sound for a small device, and nice form factor for the nightstand. I like the convenience of seeing the time and temperature rather than asking Alexa. Not using video much, but it would be nice if the device had a square/rectangular screen.",False,"['Alexa', 'Sound', 'like']"
1071,5,11001128,2018-07-30,White  Spot,I love the way it is designed. And you have choices for the face.  I use it for my bed side.  I drop in; on my echo in another part of the house frequently without yelling.,1,Positive,"[love, is, designed, have, use, drop, yelling]",I love the way it is designed. And you have choices for the face.  I use it for my bed side.  I drop in; on my echo in another part of the house frequently without yelling.,False,[]
1070,1,11001127,2018-07-30,Black  Spot,It is very slow compared to the echo,0,Negative,"[is, compared]",It is very slow compared to the echo,False,[]
1069,5,11001126,2018-07-30,Black  Spot,Love my Echo Spot!,1,Positive,[Love],Love my Echo Spot!,False,[]
1068,5,11001125,2018-07-30,White  Spot,This is our second Echo Spot - to go with out two Echo Dots - love the look and how Alexia responds.,1,Positive,"[is, go, love, responds]",This is our second Echo Spot - to go with out two Echo Dots - love the look and how Alexia responds.,False,['Echo Dot']
1067,4,11001124,2018-07-30,White  Spot,"I like echo spot. I bought it to use as an alarm clock. One negative that i didnt really think about, when you wake up in the morning and are somewhat groggy, its hard to tell alexa to turn off the alarm, or hard to remember commands to snooze for a few minutes. In this case a clock with buttons seems to work better",1,Negative,"[like, echo, bought, use, did, think, wake, are, tell, turn, remember, seems, work]","I like echo spot. I bought it to use as an alarm clock. One negative that i didnt really think about, when you wake up in the morning and are somewhat groggy, its hard to tell alexa to turn off the alarm, or hard to remember commands to snooze for a few minutes. In this case a clock with buttons seems to work better",False,"['Alexa', 'Bought', 'like']"
1066,5,11001123,2018-07-30,White  Spot,"We like that we are able to get weather and other information quickly.  You can even hear music played. The speaker is clear.  We are enjoying it.  What we did not like because it was creepy was that the day before my husband played a particular song on our stereo for me.  The next day, I asked the Echo to play music from the same artist not specifying any particular song.  The Echo played the exact song by that same artist that my husband played on our stereo the day before.  It was a little disconcerting.",1,Negative,"[like, are, get, can, hear, played, is, are, enjoying, did, like, was, was, played, asked, play, specifying, played, played, was]","We like that we are able to get weather and other information quickly.  You can even hear music played. The speaker is clear.  We are enjoying it.  What we did not like because it was creepy was that the day before my husband played a particular song on our stereo for me.  The next day, I asked the Echo to play music from the same artist not specifying any particular song.  The Echo played the exact song by that same artist that my husband played on our stereo the day before.  It was a little disconcerting.",False,['like']
1065,5,11001122,2018-07-30,White  Spot,We absolutely love this product!!! Wish we would have bought this instead of the dots!!!,1,Positive,"[love, Wish, would, have, bought]",We absolutely love this product!!! Wish we would have bought this instead of the dots!!!,False,['Bought']
1064,5,11001121,2018-07-30,Black  Spot,"I love the Echo Spot as it is great for checking the weather along with many other things, but most important it works great as your alarm clock in your bedroom!",1,Positive,"[love, is, checking, works]","I love the Echo Spot as it is great for checking the weather along with many other things, but most important it works great as your alarm clock in your bedroom!",False,[]
1063,5,11001120,2018-07-30,White  Spot,"Love it!! Perfect for an alarm clock replacement, plus so much more!!",1,Positive,"[Love, Perfect]","Love it!! Perfect for an alarm clock replacement, plus so much more!!",False,[]
1062,5,11001119,2018-07-30,White  Spot,The thing I like most about my Echo Spot is the voice command feature.  You can ask anything and get an answer or play any music without getting up to adjust the Echo. Easy to use,1,Negative,"[like, is, can, ask, get, play, getting, adjust, use]",The thing I like most about my Echo Spot is the voice command feature.  You can ask anything and get an answer or play any music without getting up to adjust the Echo. Easy to use,False,['like']
1061,5,11001118,2018-07-30,Black  Spot,I love all that you can do with the Echo Spot!,1,Positive,"[love, can, do]",I love all that you can do with the Echo Spot!,False,[]
1060,4,11001117,2018-07-30,Black  Spot,"Overall it's great and I like that I can see lyrics and the time and  date. However, sometimes it freezes and doesn't respond properly--no error message about lack of connectivity--it just stops. Resetting resolves the problem.",1,Negative,"['s, like, can, see, freezes, does, respond, stops, resolves]","Overall it's great and I like that I can see lyrics and the time and  date. However, sometimes it freezes and doesn't respond properly--no error message about lack of connectivity--it just stops. Resetting resolves the problem.",False,['like']
1059,2,11001116,2018-07-30,Black  Spot,Honestly I like it but at the same time I don’t I could have bought a smaller one that did the exact same thing for less then half I bought it for the video chat and I have never really used it,0,Negative,"[like, do, could, have, bought, did, bought, have, used]",Honestly I like it but at the same time I don’t I could have bought a smaller one that did the exact same thing for less then half I bought it for the video chat and I have never really used it,False,"['Bought', 'like']"
1058,5,11001115,2018-07-30,Black  Spot,"I bought on Prime Day and so glad I did. It’s easy to use and lots of customization options. I know some reviews said that the screen was small and hard to read, but I disagree.",1,Negative,"[bought, did, ’s, use, know, said, was, read, disagree]","I bought on Prime Day and so glad I did. It’s easy to use and lots of customization options. I know some reviews said that the screen was small and hard to read, but I disagree.",False,['Bought']
2481,5,11002538,2018-07-30,Black  Dot,Love my echo. Love playing music in my room,1,Positive,[Love],Love my echo. Love playing music in my room,False,[]
2483,4,11002540,2018-07-30,White  Dot,Works good for the most part. You ask it some questions and she says she doesn’t know. I thought she was supposed to know everything,1,Negative,"[ask, says, does, know, thought, was, supposed, know]",Works good for the most part. You ask it some questions and she says she doesn’t know. I thought she was supposed to know everything,False,[]
2531,5,11002588,2018-07-30,Black  Dot,Very satisfied with the product,1,Negative,[],Very satisfied with the product,False,[]
2508,5,11002565,2018-07-30,Black  Dot,I am in love with alexa,1,Positive,[am],I am in love with alexa,False,['Alexa']
2510,5,11002567,2018-07-30,Black  Dot, ,1,Negative,[], ,False,[]
2511,5,11002568,2018-07-30,Black  Dot,Works better than anticipated. This thing is awesome.,1,Negative,"[anticipated, is]",Works better than anticipated. This thing is awesome.,False,[]
2512,5,11002569,2018-07-30,Black  Dot,Great product,1,Negative,[],Great product,False,[]
2513,5,11002570,2018-07-30,Black  Dot,Really like it,1,Negative,[],Really like it,False,['like']
2514,5,11002571,2018-07-30,White  Dot,I like that it respond most of my comands. Great product.,1,Negative,"[like, respond]",I like that it respond most of my comands. Great product.,False,['like']
2515,1,11002572,2018-07-30,Black  Dot,The volume is very low,0,Negative,[is],The volume is very low,False,[]
2516,5,11002573,2018-07-30,White  Dot,so far i am liking it although i am probably not using it to the full capasity,1,Negative,"[am, liking, am, using]",so far i am liking it although i am probably not using it to the full capasity,False,[]
2517,5,11002574,2018-07-30,Black  Dot,"My new best friend!! I'm a little behind the times I've never had anything like this, another alexa or google home, so to me this is a super amazing useful tool. I use it to play sleep sounds to sleep. I use it for my amazon audible books. Set alarms, reminders, receive notifications, play games with her. Have her tell me a short story lol. It's pretty fun. I know some people complained about the speaker I'm not sure why. I'm sure if you have an open concept house all to yourself and want to blast music no this might not blast it around loud enough. But I rent a room and in my bedroom it's perfect I don't have any problems with the speaker. Love everything about it!",1,Positive,"['m, 've, had, is, use, play, use, Set, receive, play, Have, tell, 's, know, complained, 'm, 'm, have, want, blast, might, blast, rent, 's, do, have, Love]","My new best friend!! I'm a little behind the times I've never had anything like this, another alexa or google home, so to me this is a super amazing useful tool. I use it to play sleep sounds to sleep. I use it for my amazon audible books. Set alarms, reminders, receive notifications, play games with her. Have her tell me a short story lol. It's pretty fun. I know some people complained about the speaker I'm not sure why. I'm sure if you have an open concept house all to yourself and want to blast music no this might not blast it around loud enough. But I rent a room and in my bedroom it's perfect I don't have any problems with the speaker. Love everything about it!",False,"['Alexa', 'Sound', 'like']"
2518,4,11002575,2018-07-30,Black  Dot,Wish volume was capable of going louder,1,Negative,"[was, going]",Wish volume was capable of going louder,False,[]
2519,5,11002576,2018-07-30,Black  Dot,I love it,1,Positive,[love],I love it,False,[]
2520,5,11002577,2018-07-30,White  Dot,Best purchase this year.,1,Negative,[],Best purchase this year.,False,['Purchase']
2521,5,11002578,2018-07-30,Black  Dot,"I love these, I have 2 dots and one echo. For a medium size rooms these are loud enough without external speakers although I do use external for the dots.",1,Positive,"[love, have, are, do, use]","I love these, I have 2 dots and one echo. For a medium size rooms these are loud enough without external speakers although I do use external for the dots.",False,[]
2522,4,11002579,2018-07-30,Black  Dot,I really love my dots! So awesome how it’s connects all my rooms. But like you’ve read with other reviews they are definitely lower in volume. Which I’m sure if I connected it to speaker or another device it would be great. But as a stand alone the volume is just ok. Definitely not like my tall echo. And the dots don’t pick up voice as good as my tall echo.Still totally love them and would recommend 100%,1,Positive,"[love, ’s, ’ve, read, are, ’m, connected, would, be, is, do, pick, love, would, recommend]",I really love my dots! So awesome how it’s connects all my rooms. But like you’ve read with other reviews they are definitely lower in volume. Which I’m sure if I connected it to speaker or another device it would be great. But as a stand alone the volume is just ok. Definitely not like my tall echo. And the dots don’t pick up voice as good as my tall echo.Still totally love them and would recommend 100%,False,['like']
2523,3,11002580,2018-07-30,Black  Dot,its okay but keeps dropping wifi!,1,Negative,"[keeps, dropping]",its okay but keeps dropping wifi!,False,[]
2524,5,11002581,2018-07-30,Black  Dot,Kids love it! I love it!,1,Positive,"[love, love]",Kids love it! I love it!,False,[]
2525,1,11002582,2018-07-30,Black  Dot, ,0,Negative,[], ,False,[]
2526,5,11002583,2018-07-30,Black  Dot,Love my echo dot easy to use and set up,1,Positive,"[Love, use, set]",Love my echo dot easy to use and set up,False,['Echo Dot']
2527,5,11002584,2018-07-30,Black  Dot,love it as I do all of my echos,1,Positive,"[love, do]",love it as I do all of my echos,False,[]
2528,5,11002585,2018-07-30,Black  Dot,Excellent product !!,1,Negative,[],Excellent product !!,False,[]
2529,5,11002586,2018-07-30,Black  Dot,"I love being able to control lights, doors and music.",1,Positive,"[love, being, control]","I love being able to control lights, doors and music.",False,[]
2530,5,11002587,2018-07-30,Black  Dot,Fun To interact with,1,Negative,[interact],Fun To interact with,False,[]
2509,5,11002566,2018-07-30,Black  Dot,Its was easy to set up,1,Negative,"[was, set]",Its was easy to set up,False,[]
2507,5,11002564,2018-07-30,White  Dot,"Alarm,bed time story, universal",1,Negative,[],"Alarm,bed time story, universal",False,[]
2484,5,11002541,2018-07-30,Black  Dot,my new best friend :),1,Negative,[],my new best friend :),False,[]
2506,4,11002563,2018-07-30,Black  Dot,"I love having Alexa around the house. My favorite features are her timers, alarms, and music. Especially her library of sleep sounds. I got this product as a gift for my kids, and they love her too. She is great for reading time, and timing 30 minutes for it.The only thing I really don't like, is that she HAS to be plugged in to an outlet to function. No ifs ands, or buts. I get why, but it is minorly inconvenient, as I have to move her from room to room, or purchase more. Lol",1,Positive,"[love, having, are, got, love, is, reading, timing, do, like, is, HAS, be, plugged, function, get, is, have, move, purchase]","I love having Alexa around the house. My favorite features are her timers, alarms, and music. Especially her library of sleep sounds. I got this product as a gift for my kids, and they love her too. She is great for reading time, and timing 30 minutes for it.The only thing I really don't like, is that she HAS to be plugged in to an outlet to function. No ifs ands, or buts. I get why, but it is minorly inconvenient, as I have to move her from room to room, or purchase more. Lol",False,"['Alexa', 'Purchase', 'Sound', 'like']"
2485,5,11002542,2018-07-30,Black  Dot,Absolutely love it!!!!,1,Positive,[love],Absolutely love it!!!!,False,[]
2486,4,11002543,2018-07-30,Black  Dot,I liked linking two more rooms in the home,1,Negative,"[liked, linking]",I liked linking two more rooms in the home,False,['like']
2487,5,11002544,2018-07-30,Black  Dot,I LOVE ALEXA!! SHE ROCKS!!!,1,Positive,"[LOVE, ROCKS]",I LOVE ALEXA!! SHE ROCKS!!!,False,['Alexa']
2488,4,11002545,2018-07-30,Black  Dot,"I had some trouble with my echo dot when I first got it because of internet connection issues. After doing research online I saw from some other people that they had trouble with the 2nd generation Echo Dot. However, the same weekend I took a trip and brought my Echo Dot along to the hotel where it seemed to work just fine. Now back home, the internet connection has seemed to have gotten through it's little rough patch and I haven't had any problems since. So, if you are having connection issues with an Echo Dot then it is probably the internet and not the device.",1,Negative,"[had, got, doing, saw, had, took, brought, seemed, work, has, seemed, have, gotten, 's, have, had, are, having, is]","I had some trouble with my echo dot when I first got it because of internet connection issues. After doing research online I saw from some other people that they had trouble with the 2nd generation Echo Dot. However, the same weekend I took a trip and brought my Echo Dot along to the hotel where it seemed to work just fine. Now back home, the internet connection has seemed to have gotten through it's little rough patch and I haven't had any problems since. So, if you are having connection issues with an Echo Dot then it is probably the internet and not the device.",False,['Echo Dot']
2489,5,11002546,2018-07-30,Black  Dot,Small size works great in our sunroom.,1,Negative,[works],Small size works great in our sunroom.,False,[]
2490,4,11002547,2018-07-30,White  Dot,I like it and it’s helful but it can only do certain thongs that is supported by amazon.,1,Negative,"[like, ’s, can, do, is, supported]",I like it and it’s helful but it can only do certain thongs that is supported by amazon.,False,['like']
2491,1,11002548,2018-07-30,Black  Dot,"I reached out to Amazon, because the device wanted to sync my phone number but it would not allow because it said my number was already in use.  Customer service couldn't help they basically told me to contact Sprint to assist.  So Echo does the bare minimum without access to my phone for set up, so its kind of pointless to have and pay for.",0,Negative,"[reached, wanted, sync, would, allow, said, was, could, help, told, contact, assist, does, have, pay]","I reached out to Amazon, because the device wanted to sync my phone number but it would not allow because it said my number was already in use.  Customer service couldn't help they basically told me to contact Sprint to assist.  So Echo does the bare minimum without access to my phone for set up, so its kind of pointless to have and pay for.",False,[]
2492,3,11002549,2018-07-30,Black  Dot,"It won’t work as a blue tooth speaker with my tv,it connects but won’t work",1,Negative,"[wo, work, connects, wo, work]","It won’t work as a blue tooth speaker with my tv,it connects but won’t work",False,[]
2493,4,11002550,2018-07-30,Black  Dot,"I've only got to use it for a couple of weeks before having to go into the hospital, but had good time with it for the short time I did use it. It was fun trying to use Alexa",1,Negative,"['ve, got, use, having, go, had, did, use, was, trying, use]","I've only got to use it for a couple of weeks before having to go into the hospital, but had good time with it for the short time I did use it. It was fun trying to use Alexa",False,['Alexa']
2494,5,11002551,2018-07-30,Black  Dot,"This was an impulse buy but turns out I really enjoy my new dot. My grands love requesting songs and playing games. I like listening to my audible selection, keeping up with my to do lists and discovering new Alexa skills. Fun and practical, my echo dot has been a surprisingly welcome addition to my home.",1,Positive,"[was, turns, enjoy, love, requesting, like, listening, keeping, do, discovering, has, been]","This was an impulse buy but turns out I really enjoy my new dot. My grands love requesting songs and playing games. I like listening to my audible selection, keeping up with my to do lists and discovering new Alexa skills. Fun and practical, my echo dot has been a surprisingly welcome addition to my home.",False,"['Echo Dot', 'Alexa', 'like']"
